key,value,normvalue,date
Abweichung Wettervorhersage,1.7,0.28813559322033894,09/01/19
Abweichung Wettervorhersage,1.2,0.20338983050847456,09/02/19
Abweichung Wettervorhersage,0.6,0.10169491525423728,09/03/19
Abweichung Wettervorhersage,0.5,0.0847457627118644,09/04/19
Abweichung Wettervorhersage,1.8,0.30508474576271183,09/05/19
Abweichung Wettervorhersage,1.4,0.23728813559322032,09/06/19
Abweichung Wettervorhersage,1.0,0.1694915254237288,09/07/19
Abweichung Wettervorhersage,2.1,0.3559322033898305,09/08/19
Abweichung Wettervorhersage,2.2,0.3728813559322034,09/09/19
Abweichung Wettervorhersage,0.5,0.0847457627118644,09/10/19
Abweichung Wettervorhersage,0.1,0.01694915254237288,09/11/19
Abweichung Wettervorhersage,0.9,0.15254237288135591,09/12/19
Abweichung Wettervorhersage,0.9,0.15254237288135591,09/13/19
Abweichung Wettervorhersage,0.1,0.01694915254237288,09/14/19
Abweichung Wettervorhersage,0.4,0.06779661016949153,09/15/19
Abweichung Wettervorhersage,1.1,0.1864406779661017,09/16/19
Abweichung Wettervorhersage,0.2,0.03389830508474576,09/17/19
Abweichung Wettervorhersage,0.2,0.03389830508474576,09/18/19
Abweichung Wettervorhersage,0.4,0.06779661016949153,09/19/19
Abweichung Wettervorhersage,0.3,0.05084745762711864,09/20/19
Abweichung Wettervorhersage,0.9,0.15254237288135591,09/21/19
Abweichung Wettervorhersage,3.5,0.5932203389830508,09/22/19
Abweichung Wettervorhersage,1.9,0.3220338983050847,09/23/19
Abweichung Wettervorhersage,0.9,0.15254237288135591,09/24/19
Abweichung Wettervorhersage,0.5,0.0847457627118644,09/25/19
Abweichung Wettervorhersage,2.4,0.4067796610169491,09/26/19
Abweichung Wettervorhersage,0.5,0.0847457627118644,09/27/19
Abweichung Wettervorhersage,1.0,0.1694915254237288,09/28/19
Abweichung Wettervorhersage,1.1,0.1864406779661017,09/29/19
Abweichung Wettervorhersage,0.1,0.01694915254237288,09/30/19
Abweichung Wettervorhersage,0.4,0.06779661016949153,10/01/19
Abweichung Wettervorhersage,2.4,0.4067796610169491,10/02/19
Abweichung Wettervorhersage,1.1,0.1864406779661017,10/03/19
Abweichung Wettervorhersage,2.1,0.3559322033898305,10/04/19
Abweichung Wettervorhersage,2.3,0.38983050847457623,10/05/19
Abweichung Wettervorhersage,1.1,0.1864406779661017,10/06/19
Abweichung Wettervorhersage,2.0,0.3389830508474576,10/07/19
Abweichung Wettervorhersage,0.2,0.03389830508474576,10/08/19
Abweichung Wettervorhersage,2.6,0.4406779661016949,10/09/19
Abweichung Wettervorhersage,0.8,0.13559322033898305,10/10/19
Abweichung Wettervorhersage,0.7,0.11864406779661016,10/11/19
Abweichung Wettervorhersage,0.6,0.10169491525423728,10/12/19
Abweichung Wettervorhersage,0.1,0.01694915254237288,10/13/19
Abweichung Wettervorhersage,0.5,0.0847457627118644,10/14/19
Abweichung Wettervorhersage,0.1,0.01694915254237288,10/15/19
Abweichung Wettervorhersage,0.6,0.10169491525423728,10/16/19
Abweichung Wettervorhersage,0.5,0.0847457627118644,10/17/19
Abweichung Wettervorhersage,0.3,0.05084745762711864,10/18/19
Abweichung Wettervorhersage,0.9,0.15254237288135591,10/19/19
Abweichung Wettervorhersage,3.5,0.5932203389830508,10/20/19
Abweichung Wettervorhersage,0.2,0.03389830508474576,10/21/19
Abweichung Wettervorhersage,1.7,0.28813559322033894,10/22/19
Abweichung Wettervorhersage,2.7,0.4576271186440678,10/23/19
Abweichung Wettervorhersage,4.5,0.7627118644067796,10/24/19
Abweichung Wettervorhersage,0.6,0.10169491525423728,10/25/19
Abweichung Wettervorhersage,0.5,0.0847457627118644,10/26/19
Abweichung Wettervorhersage,0.3,0.05084745762711864,10/27/19
Abweichung Wettervorhersage,1.9,0.3220338983050847,10/28/19
Abweichung Wettervorhersage,1.8,0.30508474576271183,10/29/19
Abweichung Wettervorhersage,0.8,0.13559322033898305,10/30/19
Abweichung Wettervorhersage,2.0,0.3389830508474576,10/31/19
Abweichung Wettervorhersage,2.6,0.4406779661016949,11/01/19
Abweichung Wettervorhersage,3.4,0.5762711864406779,11/02/19
Abweichung Wettervorhersage,2.7,0.4576271186440678,11/03/19
Abweichung Wettervorhersage,2.2,0.3728813559322034,11/04/19
Abweichung Wettervorhersage,2.4,0.4067796610169491,11/05/19
Abweichung Wettervorhersage,2.3,0.38983050847457623,11/06/19
Abweichung Wettervorhersage,2.7,0.4576271186440678,11/07/19
Abweichung Wettervorhersage,2.3,0.38983050847457623,11/08/19
Abweichung Wettervorhersage,2.0,0.3389830508474576,11/09/19
Abweichung Wettervorhersage,4.9,0.8305084745762712,11/10/19
Abweichung Wettervorhersage,3.4,0.5762711864406779,11/11/19
Abweichung Wettervorhersage,2.5,0.423728813559322,11/12/19
Abweichung Wettervorhersage,1.6,0.2711864406779661,11/13/19
Abweichung Wettervorhersage,2.0,0.3389830508474576,11/14/19
Abweichung Wettervorhersage,2.6,0.4406779661016949,11/15/19
Abweichung Wettervorhersage,2.9,0.4915254237288135,11/16/19
Abweichung Wettervorhersage,2.5,0.423728813559322,11/17/19
Abweichung Wettervorhersage,0.5,0.0847457627118644,11/18/19
Abweichung Wettervorhersage,1.9,0.3220338983050847,11/19/19
Abweichung Wettervorhersage,2.8,0.47457627118644063,11/20/19
Abweichung Wettervorhersage,2.5,0.423728813559322,11/21/19
Abweichung Wettervorhersage,3.6,0.6101694915254237,11/22/19
Abweichung Wettervorhersage,3.0,0.5084745762711864,11/23/19
Abweichung Wettervorhersage,5.0,0.847457627118644,11/24/19
Abweichung Wettervorhersage,3.3,0.559322033898305,11/25/19
Abweichung Wettervorhersage,1.2,0.20338983050847456,11/26/19
Abweichung Wettervorhersage,3.0,0.5084745762711864,11/27/19
Abweichung Wettervorhersage,1.7,0.28813559322033894,11/28/19
Abweichung Wettervorhersage,2.9,0.4915254237288135,11/29/19
Abweichung Wettervorhersage,0.7,0.11864406779661016,11/30/19
Abweichung Wettervorhersage,2.8,0.47457627118644063,12/01/19
Abweichung Wettervorhersage,1.7,0.28813559322033894,12/02/19
Abweichung Wettervorhersage,0.0,0.0,12/03/19
Abweichung Wettervorhersage,1.3,0.22033898305084745,12/04/19
Abweichung Wettervorhersage,5.9,1.0,12/05/19
Abweichung Wettervorhersage,0.8,0.13559322033898305,12/06/19
Abweichung Wettervorhersage,0.9,0.15254237288135591,12/07/19
Abweichung Wettervorhersage,1.2,0.20338983050847456,12/08/19
Abweichung Wettervorhersage,1.4,0.23728813559322032,12/09/19
Abweichung Wettervorhersage,0.8,0.13559322033898305,12/10/19
Abweichung Wettervorhersage,1.5,0.2542372881355932,12/11/19
Abweichung Wettervorhersage,1.8,0.30508474576271183,12/12/19
Abweichung Wettervorhersage,2.5,0.423728813559322,12/13/19
Abweichung Wettervorhersage,2.2,0.3728813559322034,12/14/19
Abweichung Wettervorhersage,0.8,0.13559322033898305,12/15/19
Abweichung Wettervorhersage,4.4,0.7457627118644068,12/16/19
Abweichung Wettervorhersage,2.7,0.4576271186440678,12/17/19
Abweichung Wettervorhersage,0.5,0.0847457627118644,12/18/19
Abweichung Wettervorhersage,3.1,0.5254237288135593,12/19/19
Abweichung Wettervorhersage,2.3,0.38983050847457623,12/20/19
Abweichung Wettervorhersage,2.7,0.4576271186440678,12/21/19
Abweichung Wettervorhersage,3.2,0.5423728813559322,12/22/19
Abweichung Wettervorhersage,1.7,0.28813559322033894,12/23/19
Abweichung Wettervorhersage,1.3,0.22033898305084745,12/24/19
Abweichung Wettervorhersage,2.6,0.4406779661016949,12/25/19
Abweichung Wettervorhersage,1.1,0.1864406779661017,12/26/19
Abweichung Wettervorhersage,1.0,0.1694915254237288,12/27/19
Abweichung Wettervorhersage,0.2,0.03389830508474576,12/28/19
Abweichung Wettervorhersage,0.1,0.01694915254237288,12/29/19
Abweichung Wettervorhersage,1.5,0.2542372881355932,12/30/19
Abweichung Wettervorhersage,0.7,0.11864406779661016,12/31/19
